name,category,neighborhood,address,phone,lat,lng,tier,product_tags,recognition,what_to_order,price_range,reservation,best_time,notes,verdict,caveat,best_night,hot_this_month,source_tier,maps,still_open,last_verified,geo_precision
Diani Art Club,,Ukunda (opposite the GPS petrol station),,+254 703 648 892,,,plenty,,,,,,Afternoon,,"Go for the painting wall, not a museum experience.",Small and commercial; find it by the petrol-station landmark — it is not on the map apps.,,,reported,https://www.google.com/maps/search/?api=1&query=Diani+Art+Club+Ukunda,confirmed,2026-08-20,none
Mwaepe fish landing (BMU),,Galu / Kinondo,,,-4.34323,39.5664652,plenty,KEMFSED,,,,,"06:00–09:00, incoming tide",,"The morning that pays for itself — get there for the incoming tide, carry cash and a cool box.",Some mornings nothing comes in — the kusi and the weather decide; expect construction works from the 2025 upgrade.,,,reported,https://www.google.com/maps/search/?api=1&query=Mwaepe+fish+landing+Diani,confirmed,2026-08-20,approx
Shimoni fish landing & new port,,Shimoni,,,-4.644991,39.380882,plenty,,,,,,Morning; pair with the dhow day,,"For the guide's purposes: buy at the village landing; treat the shiny port as 'in transition', not a market.",Do not drive down expecting a working wholesale market — as of the last dated evidence the port awaited commissioning.,,,reported,https://www.google.com/maps/search/?api=1&query=Shimoni+fish+port+Kenya,time_limited,2026-08-20,approx
Diani Modern Market (Mvindeni),,Ukunda / Mvindeni,,,-4.316,39.547,plenty,Opened 2026,,,,,Morning of a market day,,The new centre of gravity for produce — go the morning of a market day and watch a town upgrade itself.,Three months old at research: the cooked-food court is still settling; coordinates are locality-level.,,,reported,https://www.google.com/maps/search/?api=1&query=Diani+Modern+Market+Mvindeni+Ukunda,confirmed,2026-08-20,approx
"Ibiza Market, Ukunda",,Ukunda town,,,-4.289809,39.564864,plenty,,,,,,Morning,,"The real market walk; small notes, no flashing valuables, Swahili greetings go far.","A working market, not a curio market — that is its value.",,,reported,https://www.google.com/maps/search/?api=1&query=Ibiza+Market+Ukunda,confirmed,2026-08-20,exact
Carrefour Diani (Centre Point),,Ukunda junction,,,-4.2908292,39.5852718,plenty,,,,,,Morning,,"Market first for the living produce, Carrefour second for everything that must stay cold.","Imported specialty depth (cheese, charcuterie, wine) stays thinner than Nairobi — plan around it.",,,reported,https://www.google.com/maps/search/?api=1&query=Carrefour+Diani+Centre+Point,confirmed,2026-08-20,exact
Chandarana Foodplus (Baharini Plaza),,Diani central,,+254 712 354 955,-4.3076708,39.5770218,plenty,,,,,,Mid-afternoon,,The pantry for the coast's actual cooking.,Chain site in maintenance mode — hours are directory-sourced only.,,,reported,https://www.google.com/maps/search/?api=1&query=Chandarana+Foodplus+Diani,confirmed,2026-08-20,exact
Naivas Ukunda (The Gate Mall),,Ukunda,,,-4.281285,39.5662791,plenty,,,,,,Early,,"Staples at town prices; nothing romantic, everything useful.",No first-party hours; aggregators conflict — call before an early run.,,,reported,https://www.google.com/maps/search/?api=1&query=Naivas+Ukunda+Gate+Mall,confirmed,2026-08-20,exact
"Kentaste coconut works, Ukunda",,Ukunda outskirts,,+254 715 767 675,-4.281409,39.566161,plenty,Est. 2014 · Fairtrade,,,,,,,"A story to know, not a place to visit — stock the pantry from the strip's shelves.",No public tours; the plot is unpublished — coordinates are town-level only.,,,reported,https://www.google.com/maps/search/?api=1&query=Kentaste+Ukunda+Kenya,confirmed,2026-08-20,none
Akamba Handicraft Co-operative,,Mombasa — Changamwe (via Dongo Kundu),,+254 746 233 118,-4.0197597,39.6272832,plenty,"Est. 1963 · ~2,800 members",,,,,Weekday morning,,Pair it with an airport run and skip every beach-road 'ebony' stall forever.,"Industrial Changamwe, not the south coast. Real mpingo is heavy and dark to the core — shoe-polished fakes are coastwide; weight and end-grain tell the truth.",,,reported,https://www.google.com/maps/search/?api=1&query=Akamba+Handicraft+Cooperative+Mombasa,confirmed,2026-08-20,approx
Biashara Street kanga houses,,Mombasa (day trip),,,-4.0554398,39.6696332,plenty,Since 1887,,,,,Morning; combine with Old Town,,Buy the cloth at its source and have it hemmed while you drink the street's chai.,Kanga proverbs (majina) matter — have a Swahili speaker translate before you gift one. Named shops are leads; the street trade itself is the institution.,,,reported,https://www.google.com/maps/search/?api=1&query=Biashara+Street+Mombasa+kanga,confirmed,2026-08-20,approx
Madafu vendors (roaming),,Diani & Galu beaches,,,,,plenty,,,,,,Midday; after a swim,,"The correct answer to Diani heat, four times a day.","Individually unlicensed and unnamed by nature — the category is verified, the vendor is whoever reaches you first.",,,reported,https://www.google.com/maps/search/?api=1&query=Diani+Beach+madafu,confirmed,2026-04-03,none
Ukunda junction evening grills,,Ukunda (Beach Road × Likoni–Lunga Lunga),,,-4.281409,39.566161,plenty,,,,,,"Just after sunset, grills at full heat",,Twenty minutes and small money for the town's true evening flavour.,"A dark, busy junction at night — go early evening, phones pocketed.",,,reported,https://www.google.com/maps/search/?api=1&query=Ukunda+junction+Diani,confirmed,2026-08-20,approx
"Mahamri mama stalls, Ukunda",,Ukunda backstreets & the stage,,,-4.2814,39.5662,plenty,,,,,,06:30–08:00,,Set the alarm once — it recalibrates what breakfast means here.,"Category solid, names honestly nonexistent; after 08:00 the mahamri are gone or cold.",,,reported,https://www.google.com/maps/search/?api=1&query=Ukunda+town+mahamri,unverified,2026-08-20,approx
The mangwe (palm-wine dens),,Ukunda backstreets; Kinondo & Msambweni villages,,,,,plenty,,,,,,"Late afternoon, with a local",,With an introduction: one of the coast's realest hours. Without one: don't.,Fermentation continues in the bottle; hygiene varies with the den and the hour. Guests go guided or not at all.,,,reported,https://www.google.com/maps/search/?api=1&query=Ukunda+Kwale+mnazi+mangwe,confirmed,2026-08-20,none
