name,category,neighborhood,address,phone,lat,lng,tier,product_tags,recognition,what_to_order,price_range,reservation,best_time,notes,verdict,caveat,best_night,hot_this_month,source_tier,maps,still_open,last_verified,geo_precision
Narince &amp; Emir,bars,,,,,,several,,,,THE TWO WHITES,,,"Narince is Tokat's grape and its name means 'delicately' — aromatic, medium to full-bodied, with a texture that carries oak without losing the fruit. Emir comes off the volcanic soils of Cappadocia: high acid, mineral and savoury, sharper and more austere than Narince, and the one with real ageing capacity. Between them they cover the entire Turkish white argument, and both are absurdly cheap set against any European equivalent. Emir with fish and raw things, Narince with anything out of a wood oven.",One means 'delicately'; the other grows on Cappadocian volcanic rock.,,,,reported,https://www.google.com/maps/search/?api=1&query=Narince+%26amp%3B+Emir+Istanbul,confirmed,2026-08-15,none
Papazkarası &amp; Çalkarası,bars,,,,,,several,,,,ROSÉ &amp; LIGHT RED,,,"Papazkarası — 'priest's black' — is Thracian, thick-skinned, high in acid and modest in tannin, now vinified as a varietal red, as blanc de noirs and as traditional-method sparkling. Çalkarası comes from the Çal district of Denizli in the inland Aegean and reaches its best as rosé: pale, dry, sharply acidic, tart cherry and pomegranate where a Provençal wine would give melon. Both are summer bottles, both are improving fast, and both are still priced as curiosities rather than as serious wine.","The two that make the country's best rosés, from opposite ends of it.",,,,reported,https://www.google.com/maps/search/?api=1&query=Papazkaras%C4%B1+%26amp%3B+%C3%87alkaras%C4%B1+Istanbul,confirmed,2026-08-15,none
Nayah,Listening,Kadıköy,,,40.991295,29.024563,several,Reggae|Dub,,,REGGAE &amp; DUB,,,"Kırtasiyeci Sokak in Kadıköy, running fifteen years and more, and narrow in the best possible way — it does one thing. Roots reggae, dub and dancehall on sound-system logic rather than DJ-set logic, live bands most weekends, and a dancefloor on the top level with the neighbourhood spread out beneath it. If the listening bars are about sitting still and hearing detail, this is the same obsession with sound pushed in the opposite direction.","The only terrace in Turkey given over entirely to reggae, dub and dancehall.",,Tue,,reported,https://www.google.com/maps/search/?api=1&query=Nayah+Istanbul,confirmed,2026-08-15,neighborhood
Dama,Coffee / Listening,"Teşvikiye, Şişli",,,41.051687,28.991696,several,Café by day|Hi-fi by night,,,CAFÉ TO HI-FI,,Either end of the day,"Şakayık Sokak in Teşvikiye, and its own line is 'café by day, hi-fi by night'. Mornings are filter coffee, breakfast and laptops on a quiet side street; the evening hands the room to vinyl through a system somebody clearly spent real money on, with an open kitchen, ceramic surfaces and shelves of records. Short seasonal cocktail list, small plates. The cleanest single example of the format Istanbul has adopted faster than anywhere else.","Filter coffee by day, vinyl through serious speakers once the light goes.",,Tue,New in the current wave,reported,https://www.google.com/maps/search/?api=1&query=Dama+Istanbul,confirmed,2026-08-11,neighborhood
Frankhan,Listening / Club,Karaköy,,,41.022864,28.974039,several,House|Electro|Audiophile Sound Room,,,SOUND ROOM,,,"Opened in 2023 by the Selectist team inside a Karaköy han, running house, electro and live electronic on the main floor. Behind it sits the Sound Room, a far smaller space held within the original walls of the han. Check which of the two rooms is open on the night; they do not always run together.","A Karaköy han, a main floor for dancing, and a second, much smaller room behind it.",,Fri,,reported,https://www.google.com/maps/search/?api=1&query=Frankhan+Istanbul,confirmed,2026-08-11,neighborhood
FLUX,Club,Maslak,,,41.109999,29.020591,berth_top,Techno|House|Funktion-One,,,FRI HOUSE / SAT TECHNO,,Late,"An RX Istanbul project in a modular room that scales from fifty to five hundred indoors plus a two-hundred-capacity terrace, on Funktion-One. The programming split is explicit and worth planning around: Fridays run house, groove-led and rhythmic; Saturdays go techno, deeper and harder. The opening season, autumn 2025, carried Ben Klock, Anja Schneider, Cormac, Setaoc Mass and Stef Mendesidis; 2026 has run to Rødhåd, Regal, Tommy Four Seven, Adriana Lopez and FJAAK. This is the serious room, and it is a long way north — budget for the taxi.","Funktion-One in Maslak, and the two nights are deliberately not the same night.",,Fri (house) · Sat (techno),,reported,https://www.google.com/maps/search/?api=1&query=FLUX+Istanbul,confirmed,2026-08-11,neighborhood
NOH Radio Bar / NOH Extended,Club,Beyoğlu,,,41.028423,28.973681,several,Techno|Trance|Jungle|House|Art space,,,BAR THEN CLUB,,Late,"Two rooms and one idea. The Radio Bar in Firuzağa is compact enough that the sound spills onto the pavement and the crowd stands outside with it — electronic, house, trance, visiting DJs, no pretence at a door policy. NOH Extended on Tosbağa Sokak is the late half: multi-level, exhibition space upstairs, club underneath, and the particular mix of underground scene, art crowd and record obsessives that Beyoğlu still assembles better than anywhere across the water.","So small the music goes out into the street, plus a late annexe.",,Fri,,reported,https://www.google.com/maps/search/?api=1&query=NOH+Radio+Bar+%2F+NOH+Extended+Istanbul,confirmed,2026-08-11,neighborhood
Suma Han,Collective,Beyoğlu,,,41.028423,28.973681,berth_top,Creative hub|Studios|Residences|500-cap club,,,BUILT 1923,,,"Built in 1923 by the Greek architect Simotas and worked as a rakı distillation plant. Bought in 2003, restored, and reopened in 2009 as offices, artist studios, residences and common rooms with a club floor and genuine acoustics folded in — two stages, techno and psy-trance, plus exhibitions and talks. That the city's clearest case of artists building their own infrastructure sits inside a Greek-built rakı works is not a coincidence this guide is going to let pass.","A Greek-built rakı distillery, now an artists' building with a club inside.",,Fri,"With the Biennial in its academy year, spaces like this are where the programming actually is",reported,https://www.google.com/maps/search/?api=1&query=Suma+Han+Istanbul,confirmed,2026-08-11,neighborhood
POPSTEL — Stay Local,Party series,Galatasaray,,,41.032476,28.973583,several,Y2K hip-hop|UK garage|Dark disco,,,PARTY SERIES,,,"Not a club so much as a series, run out of a hostel bar on Tomtom Sokak in Galatasaray, and the necessary correction to a city that can feel as though it only plays four-to-the-floor. Stay Local works Y2K hip-hop, UK garage and dark disco to a young local crowd rather than an imported-headliner one, which is the entire premise of the name. Check the dates: the room is only worth the walk when the series is actually on.","The night that ignores techno entirely: Y2K rap, UK garage, dark disco.",,Fri,,reported,https://www.google.com/maps/search/?api=1&query=POPSTEL+%E2%80%94+Stay+Local+Istanbul,confirmed,2026-08-15,neighborhood
The Bank Roof Bar,Rooftop,Karaköy — The Bank Hotel,,,41.022864,28.974039,several,Rooftop|Old-city view,,,"TL 1,000–1,200 · TERRACE FLOOR",Book for sunset,"Daily, midday to late","Bankalar Caddesi — Voyvoda Caddesi on the older maps — was the financial centre of the late Ottoman Empire, and the houses that built it were largely Galata's Jewish, Greek and Armenian banking families; the Camondos cut their baroque staircase down the hill to it in the nineteenth century. The banks left for Levent in the 1990s. The hotel took one of their buildings at No. 5, and the terrace looks across the Golden Horn to Hagia Sophia, Topkapı and the Blue Mosque.",A drink on the roof of the street that financed the Ottoman Empire.,,,,reported,https://www.google.com/maps/search/?api=1&query=The+Bank+Roof+Bar+Istanbul,confirmed,2026-08-11,neighborhood
Roof106,Rooftop,"Galata — atop the Galata Times Hotel, Beyoğlu",,,41.025286,28.972792,several,Rooftop|Cocktails,,,CLOSED TUESDAYS,,Sunset,"The name is the street number. Meşrutiyet Caddesi is the Pera spine — the Pera Palace, the old consulates and The Marmara Pera all stand on it — so two of the city's roofs sit a few hundred metres apart on the same pavement at very different money. From the top of the Galata Times Hotel the line of sight runs over the Golden Horn to the peninsula, with the tower close on the left. Confirm the day as well as the hour: it closes on Tuesdays.",Named after its own front door: Meşrutiyet Caddesi number 106.,,Any except Tue,,reported,https://www.google.com/maps/search/?api=1&query=Roof106+Istanbul,confirmed,2026-08-11,neighborhood
Mikla Bar,rooftops,,,,,,several,,,,★ MICHELIN · BAR 18:00–02:00,,,"Mehmet Gürs's restaurant holds a MICHELIN star and occupies the top two floors of The Marmara Pera, but the bar is a separate proposition. It opens at 18:00 and runs to 02:00, has an outdoor terrace and a pool, and does not require the tasting menu — you can sit at it for the price of a cocktail. It is the highest roof on Meşrutiyet Caddesi, which is most of what you are paying for.",The starred kitchen is downstairs; the terrace will pour you a drink without it.,,,,reported,https://www.google.com/maps/search/?api=1&query=Mikla+Bar+Istanbul,confirmed,2026-08-15,none
Roof Mezzepotamia,Rooftop,"Sirkeci, Fatih — terrace of the Orient Occident Hotel, Autograph Collection","Hobyar Mah., Hoca Kasım Köprüsü Sok. No:2, Sirkeci, Fatih, İstanbul",,,,several,Rooftop|270° view,,,SIRKECI — NOT KARAKÖY,Book for sunset,Sunset,"It is in Sirkeci, on the historic peninsula, on the terrace of the Orient Occident Hotel — not Karaköy, where a run of English-language listings puts it. The difference is the whole point: from here you look back at Galata instead of out from it, across 270 degrees of the Bosphorus, the Golden Horn and the tower. The name folds mezze into Mesopotamia, and the kitchen runs the seven regions of Turkey. Sirkeci Station, terminus of the Orient Express from 1890, is a few doors away.",The one every English guide puts on the wrong shore.,,,,reported,https://www.google.com/maps/search/?api=1&query=Roof+Mezzepotamia+Istanbul,confirmed,2026-08-11,none
Sky Karaköy,Rooftop,"9th floor, JW Marriott İstanbul Bosphorus, Karaköy",,,41.024080,28.979241,several,Rooftop,,,17:00–01:00 · SEASONAL,,17:00–01:00,"Ninth floor of the JW Marriott İstanbul Bosphorus, above Karaköy and close enough to Galataport that the cruise ships become part of the view. Stated hours are 17:00 to 01:00 daily. The caveat is not invented: Marriott's own listing for the bar has carried a Seasonally Closed label, which is a hotel group's way of saying the roof shuts when the weather turns. Telephone the hotel before you build an evening around it.","Ninth floor, the strait wide open — when it is actually open.",,,,reported,https://www.google.com/maps/search/?api=1&query=Sky+Karak%C3%B6y+Istanbul,confirmed,2026-08-11,neighborhood
Manifest Roof,Rooftop,"Bereketzade, Galata, Beyoğlu",,,41.025286,28.972792,several,Rooftop|Modern Mediterranean,,,GLASS ROOF · YEAR-ROUND,,Dinner from 18:00,"A short walk from the Galata Tower on Şimşir Sokak, and the only roof here that stays open through winter: a glass ceiling holds the Golden Horn in view through rain and cold, when most Galata terraces simply close. The kitchen runs a long Mediterranean and Turkish list — around sixty dishes — rather than a bar menu, so treat it as a dinner room that happens to be on a roof. Its own pages disagree about the hours; confirm when you book.",The Galata roof that does not shut when the weather turns.,,,The summer's new rooftop entry,reported,https://www.google.com/maps/search/?api=1&query=Manifest+Roof+Istanbul,confirmed,2026-08-11,neighborhood
Hood,rooftops,,,,,,several,,,,12TH FLOOR · MODA,,,"Twelve floors above Moda on the Kadıköy shore, which puts the European skyline on the far side of the water rather than underneath you: the old-city peninsula, the mouth of the Bosphorus and the Princes' Islands out in the Marmara, in one sweep. Service runs 15:00 to 23:00 and the dress code is smart casual. Getting there is a ferry crossing at dusk, which is arguably the better half of the evening.","The Asian side's roof, and the only one that sees everything at once.",,,,reported,https://www.google.com/maps/search/?api=1&query=Hood+Istanbul,confirmed,2026-08-15,none
What a drink costs up there,rooftops,,,,,,several,,,,"TL 600–1,200",,,"Budget roughly 600 to 900 TL for a cocktail at a mainstream hotel rooftop in 2026. The marquee addresses sit above that band — current listings for the best-known Karaköy and Pera terraces run 1,000 to 1,200 TL a cocktail, The Bank Roof Bar among them. The gap between the two bands is the view, not the liquor.",You are buying the sightline. The drink is incidental.,,,,reported,https://www.google.com/maps/search/?api=1&query=What+a+drink+costs+up+there+Istanbul,confirmed,2026-08-15,none
The hour,rooftops,,,,,,several,,,,SUNSET 20:05 · MID-AUGUST,,,"Turkey abolished daylight saving on 7 September 2016 and has stayed on UTC+3 ever since, an hour ahead of its own longitude. The effect on a roof is direct: mid-August sunset falls around 20:05, with the golden hour from about 19:25 and blue light holding to about 20:35. By midwinter the same moment arrives just before 17:40. Arrive at least forty-five minutes early if you want a table on the rail.","Turkey never puts its clocks back, so the light lasts absurdly late.",,,,reported,https://www.google.com/maps/search/?api=1&query=The+hour+Istanbul,confirmed,2026-08-15,none
The season,rooftops,,,,,,several,,,,NOV–MAR,,,"An Istanbul rooftop is a summer business. Terraces glass themselves in, cut their hours or close outright from about November, and the listings do not always keep up — Sky Karaköy carries a Seasonally Closed label on its own group's site, and Manifest advertises its glass ceiling precisely because staying open through the cold is unusual here. Between November and March, telephone the venue on the day. A confirmed booking is not proof the roof is trading.",Half these roofs simply are not there in winter.,,,,reported,https://www.google.com/maps/search/?api=1&query=The+season+Istanbul,confirmed,2026-08-15,none
Moda,quartiers,,,,,,several,,,,late afternoon · the coast path,,,"The headland below Kadıköy, laid out in the late nineteenth century when Greek, Armenian and Levantine families built wooden summer houses down the lanes to the water. Their churches — Hagia Triada among them — still hold services; their congregations are a fraction of what they were. The Vedat Tek ferry pier of about 1917 has been restored as a book café and public library, and the coast path around the point is the best free hour on the Asian side. Walk it westward into the sunset.","Wooden villas built by three communities, and the pier that outlived them.",,,,reported,https://www.google.com/maps/search/?api=1&query=Moda+Istanbul,confirmed,2026-08-15,none
Yeldeğirmeni,quartiers,,,,,,several,,,,mornings · murals,,,"Named for the flour mills that once ground for the palace, and settled since the fifteenth century by Armenians, Greeks and Jews — a handful of families remain. It was the first quarter in Kadıköy to build apartment blocks instead of wooden houses, and several of the originals still stand on their streets. A mural programme covered the gable walls a decade ago; the coffee and the quieter rooms followed. Coffee Manifesto holds this end of the district. Go in the morning.","Windmills, railway workers, and the first apartment blocks on this shore.",,,,reported,https://www.google.com/maps/search/?api=1&query=Yelde%C4%9Firmeni+Istanbul,confirmed,2026-08-15,none
Üsküdar,quartiers,,,,,,several,,,,"morning · lokanta, not meyhane",,,"Megaran settlers again, this time calling it Chrysopolis, the golden city. Ottoman Üsküdar was the terminus of the Anatolian caravan routes and, for much of the Ottoman period, the point at which the Surre caravan left the mainland carrying the sultan's gifts to Mecca; the regular caravan ended in 1915. That made it Muslim, settled and sober while the rest of the city was mixed and licensed — which is why the lokantas here are superb and the meyhanes essentially absent.","The gold city, and where the caravans set out for Mecca.",,,,reported,https://www.google.com/maps/search/?api=1&query=%C3%9Csk%C3%BCdar+Istanbul,confirmed,2026-08-15,none
Beyoğlu / Pera,quartiers,,,,,,several,,,,Thu · meyhane night,,,"Pera is Greek for beyond — the quarter across the Golden Horn from the old city. Foreigners won the right to buy property here in 1867 and built the Grand Rue de Péra with it: arcades, apartment houses and hotels in every style the century could supply. The Cité de Péra of 1876 became the Çiçek Pasajı, its elegant shops turned into rough meyhanes with barrels for tables.","The avenue was called Grand Rue de Péra, and it was not Turkish.",,,,reported,https://www.google.com/maps/search/?api=1&query=Beyo%C4%9Flu+%2F+Pera+Istanbul,confirmed,2026-08-15,none
Cihangir,quartiers,,,,,,several,,,,Bib Gourmand · afternoons,,,"Named for the mosque Sinan built in 1559 for Şehzade Cihangir, Süleyman's son, dead at twenty-two; the present building is an 1889 replacement after repeated fires and earthquakes. The slope below Taksim became the writers-and-cats quarter in the 1990s and has held that register better than most gentrified districts manage. Two rooms from this guide sit here: Casius, cooking Antakya food and carrying a 2026 Bib Gourmand, and Østre, the oyster and raw bar that opened this year.","A dead prince's mosque, then the writers, now the small serious rooms.",,,,reported,https://www.google.com/maps/search/?api=1&query=Cihangir+Istanbul,confirmed,2026-08-15,none
Nişantaşı,quartiers,,,,,,several,,,,evenings · wine and hi-fi,,,"A nişan taşı is an inscribed stele recording a record shot: Selim III's here dates from 1790–91, Mahmud II's from 1811. Mahmud II then encouraged settlement and the archery ground became the city's grandest residential grid. It is not a cooking quarter. It is a drinking and listening one — Lips for natural wine, and June and Dama in Teşvikiye next door, the second a café that turns hi-fi bar after dark.",Named for the stones that recorded how far a sultan's arrow flew.,,,,reported,https://www.google.com/maps/search/?api=1&query=Ni%C5%9Fanta%C5%9F%C4%B1+Istanbul,confirmed,2026-08-15,none
Karaköy and Galata,quartiers,,,,,,several,,,,sundown · rooftops,,,"Galata was a colony of the Republic of Genoa from 1267 to 1453 — walled, self-governing, and topped by the tower it finished in 1348. Five centuries later the banker Abraham Salomon Camondo cut his baroque staircase down to Bankalar Caddesi so he could walk from his house to his bank. Galataport reopened this waterfront to the public in 2021. Neolokal holds a star above it; the roof bars hold the view.","A Genoese city-state with its own walls, now the cruise front.",,,,reported,https://www.google.com/maps/search/?api=1&query=Karak%C3%B6y+and+Galata+Istanbul,confirmed,2026-08-15,none
Balat,quartiers,,,,,,several,,,,before 10:00 · steep lanes,,,"The name is probably from palation, palace, for the Blachernae ruins on the hill above. Sephardic and Romaniote families lived here for five centuries; the Ahrida synagogue, founded in the 1430s by Jews from Ohrid, is one of the oldest in the city and still in use. Agora Meyhanesi, which dates itself to 1890, is the reason to be here after dark. The painted staircases draw a queue by mid-morning, so do the lanes first and the photograph never.","Five centuries of Jewish Istanbul, sold now as a colour photograph.",,,,reported,https://www.google.com/maps/search/?api=1&query=Balat+Istanbul,confirmed,2026-08-15,none
Fener,quartiers,,,,,,several,,,,morning · the Patriarchate,,,"Phanar, the lighthouse, named the quarter and then the Phanariots — the Greek families who supplied the Ottoman state its dragomans, its interpreters and its Danubian princes. The Ecumenical Patriarchate is still here, and above it stands the Phanar Greek Orthodox College, the Red Castle, built 1881–83 by the architect Konstantinos Dimadis at a recorded cost of 17,210 Ottoman gold pounds. The school itself opened in 1454, the year after the conquest. It has outlasted the community it was built to teach.","The first throne of Orthodoxy, and a red school on the hill.",,,,reported,https://www.google.com/maps/search/?api=1&query=Fener+Istanbul,confirmed,2026-08-15,none
Arnavutköy,quartiers,,,,,,several,,,,late afternoon · 3 km walk,,,"Byzantine Mega Revma, the great current, for the water that runs fastest along this bank. Mehmed II resettled Albanians here in 1468 and the Turkish name followed, but the village stayed heavily Greek into the twentieth century, with Armenian and Jewish families beside them. It grew the Ottoman strawberry — small, less sweet than the modern berry, intensely scented — on forty hectares of hillside that are now streets. The bay-windowed wooden yalı are the best surviving row on the European shore. Tam Ocakbaşı cooks here.","The great current, an Albanian name, and a strawberry that lost its fields.",,,,reported,https://www.google.com/maps/search/?api=1&query=Arnavutk%C3%B6y+Istanbul,confirmed,2026-08-15,none
Bebek,quartiers,,,,,,several,,,,sundown · the bay,,,"The name means baby, and the bay is the calmest water on the European shore, which is why the yalı here belong to people who can afford calm. The white art nouveau pile on the front was built 1899–1901 for Emine Valide Pasha, mother of the last Khedive of Egypt; it became the Egyptian embassy and was later downgraded to a consulate once the capital moved to Ankara. The whole city's demotion, in one building.",A palace demoted to a consulate when the capital left.,,,,reported,https://www.google.com/maps/search/?api=1&query=Bebek+Istanbul,confirmed,2026-08-15,none
Tarabya,quartiers,,,,,,several,,,,dinner · the bay at night,,,"Byzantine Pharmakia — poison, after the Medea legend — until it was renamed Therapeia, the cure, for its springs; tradition credits Archbishop Atticus, some time between 406 and 425. It became the summer address of the embassies. Abdülhamid II gave the German one its plot in 1880; the residence went up between 1885 and 1887 and has run since 2011 as an artists' residency. The bay below is a fish-restaurant row, and Arogan, with Burak Zafer cooking, opened above it this year.","Poison, renamed cure, then rented to ambassadors.",,,,reported,https://www.google.com/maps/search/?api=1&query=Tarabya+Istanbul,confirmed,2026-08-15,none
Eminönü to Kadıköy,walks,,,,,,several,,,,~20 min · İstanbulkart,,,"The line traces back to the Şirket-i Hayriye of 1851, the Ottoman empire's first joint-stock company; the boats today are run by Şehir Hatları, municipal since 2006 and working 32 lines from 53 piers. Take the open deck, order tea from the tray that never spills, and watch the old city separate from Galata as you pull out. It is transport rather than a tour, which is exactly why it is worth doing.",The commute that happens to be the best twenty minutes in the city.,,,,reported,https://www.google.com/maps/search/?api=1&query=Emin%C3%B6n%C3%BC+to+Kad%C4%B1k%C3%B6y+Istanbul,confirmed,2026-08-15,none
Karaköy or Eminönü to Üsküdar,walks,,,,,,several,,,,~15 min · dusk crossing,,,"Üsküdar was Chrysopolis, founded by colonists from Megara in the seventh century BC, and for centuries the point at which Asia began: the caravan roads east and the pilgrim road to Mecca started from this shore. The Maiden's Tower stands offshore — a Byzantine tower of 1110 on a rock the Athenians had already used as a customs post, rebuilt repeatedly since; what you see is Ottoman. Sinan's Mihrimah Sultan mosque sits above the pier and his small Şemsi Paşa mosque almost in the water. Cross back westward at dusk and the European skyline lights up in front of you.",The shortest hop to Asia — take it back westward with the sun going down.,,,,reported,https://www.google.com/maps/search/?api=1&query=Karak%C3%B6y+or+Emin%C3%B6n%C3%BC+to+%C3%9Csk%C3%BCdar+Istanbul,confirmed,2026-08-15,none
The Golden Horn line — Üsküdar to Eyüpsultan,walks,,,,,,several,,,,~50 min end to end · hop off,,,"The Haliç line runs Üsküdar, Karaköy, Kasımpaşa, Fener, Balat, Hasköy, Ayvansaray, Sütlüce, Eyüpsultan — which is to say it stops at the door of every walk in the next group. The Golden Horn is 7.5 km long and was an industrial sewer within living memory; the clean-up through the 1980s and 1990s is the reason you can now sit on deck and enjoy it. Ride to the top, walk, and come back by boat.","One boat, nine piers, and the door of every walk in the next group.",,,,reported,https://www.google.com/maps/search/?api=1&query=The+Golden+Horn+line+%E2%80%94+%C3%9Csk%C3%BCdar+to+Ey%C3%BCpsultan+Istanbul,confirmed,2026-08-15,none
Kuzguncuk's one street,walks,,,,,,several,,,,~1 h · Sunday · free,,,"İcadiye Caddesi runs a few hundred metres up from the water, and along it stand a mosque, the Bet Yaakov synagogue — conventionally dated 1878 and probably older — an Armenian church and Greek Orthodox ones. Sephardic Jews settled here after the expulsions from Spain; the oldest Jewish gravestone in the neighbourhood is dated 1562. The community thinned after 1948 and emptied fast after the 1955 pogrom, replaced by migrants from the Black Sea coast. One street, the whole argument.","A mosque, a synagogue and a church on the same short road.",,,,reported,https://www.google.com/maps/search/?api=1&query=Kuzguncuk%27s+one+street+Istanbul,confirmed,2026-08-15,none
Moda and the Kadıköy sea walk,walks,,,,,,several,,,,~2 km · sunset · free,,,"Moda became fashionable from the 1870s as a summer quarter for Greek, Armenian and Levantine families, which is why Greek Orthodox, Anglican and Catholic churches and the 1870 Lycée Saint-Joseph still stand among the apartment blocks. The pier building dates from 1917 and was restored in 2022. Walk out to Moda Burnu, sit on the grass with everyone else and watch the sun drop behind the Historic Peninsula. The nostalgia tram loops back into Kadıköy.","The flat seafront the Asian side actually uses, pointed at the sunset.",,,,reported,https://www.google.com/maps/search/?api=1&query=Moda+and+the+Kad%C4%B1k%C3%B6y+sea+walk+Istanbul,confirmed,2026-08-15,none
Fener — the Patriarchate and the Red Castle,walks,,,,,,several,,,,~1.5 h · morning · free,,,"The Ecumenical Patriarchate has sat here since about 1600, and the Phanariot Greeks of this quarter supplied the Ottoman state its dragomans and, between 1711 and 1821, the governors of Wallachia and Moldavia. Above it rises the vast red-brick Phanar Greek Orthodox College, which now has almost no pupils, and that is the plainest measure of what happened here. Nearby, St Mary of the Mongols is the only Byzantine church in the city that has never stopped being a Greek Orthodox place of worship; the firmans of Mehmed II and Bayezid II granting it to the Greek community still hang there.","Orthodoxy's senior see, on a back street, behind an iron gate.",,,,reported,https://www.google.com/maps/search/?api=1&query=Fener+%E2%80%94+the+Patriarchate+and+the+Red+Castle+Istanbul,confirmed,2026-08-15,none
The iron church of St Stephen,walks,,,,,,several,,,,~30 min · free,,,"The Bulgarians broke from the Greek Patriarchate in 1870 and wanted a church of their own. The Ottoman Armenian architect Hovsep Aznavur drew it on an iron frame because the ground here is soft; the Austrian firm R. Ph. Waagner cast some 500 tonnes of parts in Vienna between 1893 and 1896 and shipped them down the Danube and across the Black Sea. Consecrated 8 September 1898, restored 2011 to 2018. A whole church made of metal.","A church cast in Vienna, shipped down the Danube, bolted together here.",,,,reported,https://www.google.com/maps/search/?api=1&query=The+iron+church+of+St+Stephen+Istanbul,confirmed,2026-08-15,none
Balat — Ahrida and the Jewish quarter,walks,,,,,,several,,,,~1.5 h · weekday morning,,,"Bayezid II opened the city to Jews fleeing the Spanish Inquisition after 1492 and Balat became the centre of Istanbul's Jewish life, with eighteen synagogues at its height. Ahrida was founded in the fifteenth century by Jews from Ohrid; its wooden bimah is built in the shape of a boat's prow, and Sabbatai Zevi prayed here — the only Istanbul synagogue where he did. He had proclaimed himself the Messiah at Smyrna at Rosh Hashanah in 1665, and on reaching Constantinople in February 1666 he was arrested on the order of the grand vizier Köprülüzade Fazıl Ahmed Pasha. Three synagogues still work. B","Eighteen synagogues once; three still working, one with a bimah shaped like a prow.",,,,reported,https://www.google.com/maps/search/?api=1&query=Balat+%E2%80%94+Ahrida+and+the+Jewish+quarter+Istanbul,confirmed,2026-08-15,none
Eyüpsultan and the hill above it,walks,,,,,,several,,,,~2 h · free · not Friday midday,,,"Abu Ayyub al-Ansari, a companion of the Prophet, died during the Arab siege of Constantinople in the 670s. His tomb was declared rediscovered after 1453, and the mosque raised over it became the place where each new sultan was girded with the Sword of Osman. It is a working pilgrimage site, so dress for it and avoid Friday midday. Above, the cemetery climbs to the Pierre Loti café, named for the French novelist and reached by cable car.","A pilgrimage mosque, a cemetery up the slope, and a cable car to the view.",,,,reported,https://www.google.com/maps/search/?api=1&query=Ey%C3%BCpsultan+and+the+hill+above+it+Istanbul,confirmed,2026-08-15,none
Büyükada by ferry,walks,,,,,,several,,,,90 min from Europe · 45 from Asia,,,"The Byzantines exiled inconvenient royals here, which is where the name comes from. A 1912 census counted roughly 10,250 Greeks to 670 Turks across the nine islands; this was a Greek, Armenian and Jewish summer world and it is not one now. Private cars are still banned. The horse phaetons have gone too: an outbreak of glanders among the horses finished them, and an Istanbul Metropolitan Municipality council decision of 16 January 2020 ended the phaeton era for good, with electric vehicles taking over the same summer.",Five and a half square kilometres with no engine noise in them.,,,,reported,https://www.google.com/maps/search/?api=1&query=B%C3%BCy%C3%BCkada+by+ferry+Istanbul,confirmed,2026-08-15,none
The Monastery of St George,walks,,,,,,several,,,,203 m · ~40 min climb · free,,,"Aya Yorgi sits at the island's highest point, 203 metres up. A chapel of 1751 stood here; the present cut-stone church was begun in 1905 and finished in 1909. The origin story — icons buried during a medieval sack and rediscovered after a shepherd's dream — is the standard one for a Greek shrine. What is not standard is the crowd: on 23 April, St George's day, thousands climb the path, and a great many of them are Muslim.",A steep climb that Muslims and Christians make together on the saint's day.,,,,reported,https://www.google.com/maps/search/?api=1&query=The+Monastery+of+St+George+Istanbul,confirmed,2026-08-15,none
The Prinkipo Orphanage,walks,,,,,,several,,,,derelict · exterior only · free,,,"Alexandre Vallaury designed it in 1898 for the Wagons-Lits company as the Prinkipo Palace, a hotel and casino for Orient Express passengers. Abdülhamid II refused the licence; a Greek banker's wife bought it and gave it to the Patriarchate, and it opened as an orphanage on 21 May 1903. Turkish authorities forced it shut on 21 April 1964, the year of the expulsions. Confiscated in 1997, returned after Strasbourg ruled against Turkey.","Europe's largest wooden building, twenty thousand square metres of it, empty since 1964.",,,,reported,https://www.google.com/maps/search/?api=1&query=The+Prinkipo+Orphanage+Istanbul,confirmed,2026-08-15,none
Heybeliada and the closed seminary,walks,,,,,,several,,,,one stop earlier · half day,,,"The Theological School of Halki opened on 1 October 1844 on the hill above Heybeliada and turned out close to a thousand priests, bishops and patriarchs. In 1971 Turkish legislation banning private higher education closed it, and it has taken no student since — though Ankara and the Patriarchate announced in 2026 that it will reopen. American presidents and the EU have pressed for that for decades. The monastery keeps the building, the library and the view. Get off one island early.","The school that trained a thousand priests, closed by a law about colleges.",,,,reported,https://www.google.com/maps/search/?api=1&query=Heybeliada+and+the+closed+seminary+Istanbul,confirmed,2026-08-15,none
The long ferry to Anadolu Kavağı,walks,,,,,,several,,,,full day · public ferry,,,"The long Şehir Hatları service runs from Eminönü to Anadolu Kavağı at the northern mouth of the Bosphorus, calling at Sarıyer and Rumeli Kavağı, and holds at the top long enough for lunch before turning back. Above the village stands Yoros Castle, fortified under the late Byzantines, Ottoman from 1391, lost to Genoa in 1414 for forty years — which is why everyone calls it the Genoese castle — then refortified by Mehmed II.","The whole strait end to end, on a commuter boat with a lunch stop.",,,,reported,https://www.google.com/maps/search/?api=1&query=The+long+ferry+to+Anadolu+Kava%C4%9F%C4%B1+Istanbul,confirmed,2026-08-15,none
